Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Mechanical power [W],Torque-speed interaction,Tool wear-torque interaction,Type_H,Type_L,Type_M,Machine failure
297.3,307.9,1797,24.7,75,10.599999999999966,4648.080578765706,44385.9,1852.5,0,1,0,0
297.9,309.7,2194,16.8,27,11.800000000000011,3859.8863979065636,36859.200000000004,453.6,0,1,0,0
300.6,309.7,1617,33.2,185,9.099999999999966,5621.817221745863,53684.4,6142.000000000001,0,1,0,0
301.0,311.6,1609,35.8,156,10.600000000000023,6032.0882783536645,57602.2,5584.799999999999,0,0,1,0
300.4,310.4,1544,36.3,21,10.0,5869.249059142595,56047.2,762.3,0,0,1,0
298.5,308.7,1662,28.3,15,10.199999999999989,4925.451794151149,47034.6,424.5,0,0,1,0
300.4,309.7,1692,27.4,115,9.300000000000011,4854.891623151522,46360.799999999996,3151.0,0,1,0,0
302.6,311.9,1633,30.9,89,9.299999999999955,5284.127427411497,50459.7,2750.1,0,1,0,0
297.4,308.6,1324,59.1,118,11.200000000000045,8194.153286505185,78248.40000000001,6973.8,0,1,0,0
302.2,311.5,1543,38.5,37,9.300000000000011,6220.929412760948,59405.5,1424.5,0,1,0,0
303.5,312.2,1818,23.6,109,8.699999999999989,4492.98014945798,42904.8,2572.4,0,0,1,0
300.8,311.9,1621,28.3,211,11.099999999999966,4803.945462285808,45874.3,5971.3,0,0,1,0
301.4,310.6,1445,43.9,210,9.200000000000045,6642.950025893177,63435.5,9219.0,0,1,0,0
302.8,312.4,1590,34.4,64,9.599999999999966,5727.75172602491,54696.0,2201.6,0,1,0,0
297.1,308.6,1442,37.1,59,11.5,5602.318403342582,53498.200000000004,2188.9,0,1,0,0
299.0,310.3,1868,24.0,221,11.300000000000011,4694.796061524587,44832.0,5304.0,0,1,0,0
303.9,313.1,1425,49.3,199,9.200000000000045,7356.824596543896,70252.5,9810.699999999999,0,1,0,0
302.9,312.6,1328,59.9,24,9.700000000000045,8330.163304454602,79547.2,1437.6,0,1,0,0
301.1,311.4,1531,38.7,55,10.299999999999955,6204.6140749133065,59249.700000000004,2128.5,0,1,0,0
303.6,312.7,1637,32.9,19,9.099999999999966,5639.923267406051,53857.299999999996,625.1,0,1,0,0
300.3,309.6,1600,34.6,177,9.300000000000011,5797.285643424366,55360.0,6124.2,0,1,0,0
300.2,310.3,1448,40.1,209,10.100000000000023,6080.531637072021,58064.8,8380.9,0,0,1,0
299.6,310.2,1743,24.8,99,10.599999999999966,4526.6580227044615,43226.4,2455.2000000000003,0,1,0,0
304.2,313.8,1401,53.9,142,9.600000000000023,7907.797116130475,75513.9,7653.8,0,1,0,0
297.5,308.4,1685,28.1,15,10.899999999999977,4958.3233252832115,47348.5,421.5,0,0,1,0
300.8,310.1,1405,61.2,189,9.300000000000011,9004.432863719067,85986.0,11566.800000000001,0,1,0,1
298.9,310.0,1693,28.8,56,11.100000000000023,5105.967708026419,48758.4,1612.8,0,1,0,0
298.9,310.2,1706,27.6,103,11.300000000000011,4930.792501662252,47085.600000000006,2842.8,0,1,0,0
298.5,308.7,1575,33.9,128,10.199999999999989,5591.249525226434,53392.5,4339.2,0,1,0,0
301.0,310.3,1617,34.5,126,9.300000000000011,5841.9486189829,55786.5,4347.0,0,1,0,0
301.3,310.3,1460,41.5,197,9.0,6344.969962700186,60590.0,8175.5,0,1,0,0
297.5,308.8,1309,57.3,0,11.300000000000011,7854.578536578664,75005.7,0.0,0,1,0,0
301.0,311.6,1352,63.5,143,10.600000000000023,8990.400416533032,85852.0,9080.5,0,1,0,0
302.2,310.9,1488,44.2,57,8.699999999999989,6887.376406317976,65769.6,2519.4,0,0,1,0
302.1,310.9,1658,30.3,186,8.799999999999955,5260.848225848396,50237.4,5635.8,0,1,0,0
298.8,310.0,1537,39.9,190,11.199999999999989,6422.075118394791,61326.299999999996,7581.0,0,1,0,0
300.1,311.5,1334,54.0,26,11.399999999999977,7543.592279799811,72036.0,1404.0,0,1,0,0
300.1,309.6,1501,38.0,157,9.5,5973.005392515155,57038.0,5966.0,0,0,1,0
300.5,309.4,1642,36.2,103,8.899999999999977,6224.584132214624,59440.4,3728.6000000000004,1,0,0,0
295.8,306.3,1235,76.2,89,10.5,9854.861995045823,94107.0,6781.8,0,0,1,1
302.5,311.5,1603,32.4,194,9.0,5438.850865600793,51937.2,6285.599999999999,0,1,0,0
295.3,305.7,1475,51.0,187,10.399999999999977,7877.543578876406,75225.0,9537.0,0,1,0,0
301.7,311.2,1418,38.0,166,9.5,5642.719284867748,53884.0,6308.0,0,1,0,0
297.5,309.4,1831,26.6,105,11.899999999999977,5100.333785200982,48704.600000000006,2793.0,0,0,1,0
298.5,308.3,1440,43.6,5,9.800000000000011,6574.725105432719,62784.0,218.0,0,0,1,0
301.4,310.8,1285,62.6,183,9.400000000000034,8423.761821580552,80441.0,11455.800000000001,0,1,0,1
302.2,311.6,1386,50.5,69,9.400000000000034,7329.649820090346,69993.0,3484.5,0,0,1,0
300.6,311.7,1528,43.9,185,11.099999999999966,7024.5173976226815,67079.2,8121.5,0,1,0,0
297.7,309.3,1400,48.9,147,11.600000000000023,7169.114435491906,68460.0,7188.3,1,0,0,0
295.7,306.1,1408,47.9,117,10.400000000000034,7062.6353884862365,67443.2,5604.3,0,1,0,0
295.9,306.6,1532,38.6,104,10.700000000000045,6192.6236629521045,59135.200000000004,4014.4,0,0,1,0
297.2,308.1,1712,30.9,204,10.900000000000034,5539.758821634097,52900.799999999996,6303.599999999999,0,1,0,0
299.4,310.5,1514,36.1,169,11.100000000000023,5723.500103967052,54655.4,6100.900000000001,0,1,0,0
301.1,311.2,1774,29.6,186,10.099999999999966,5498.876229235383,52510.4,5505.6,0,1,0,0
298.2,308.9,1278,54.0,18,10.699999999999989,7226.91974031796,69012.0,972.0,0,1,0,0
301.5,310.8,1382,52.4,165,9.300000000000011,7583.469562549377,72416.8,8646.0,0,1,0,0
299.2,310.6,1443,50.9,85,11.400000000000034,7691.529877857355,73448.7,4326.5,0,0,1,0
296.9,308.1,1555,33.7,229,11.200000000000045,5487.681687413091,52403.50000000001,7717.300000000001,0,1,0,0
303.2,311.3,1393,52.9,12,8.100000000000023,7716.767338841193,73689.7,634.8,0,1,0,0
303.3,311.4,1630,32.5,2,8.099999999999966,5547.5290274639765,52975.0,65.0,0,1,0,0
297.3,308.7,1478,47.6,98,11.399999999999977,7367.3279879823995,70352.8,4664.8,1,0,0,0
296.8,308.0,1675,29.7,46,11.199999999999989,5209.546017815274,49747.5,1366.2,0,1,0,0
298.6,309.6,1386,48.6,25,11.0,7053.880816958234,67359.6,1215.0,0,1,0,0
302.6,312.1,1668,28.7,180,9.5,5013.102229186305,47871.6,5166.0,0,1,0,0
300.1,309.2,1457,44.3,98,9.099999999999966,6759.147066173951,64545.1,4341.4,0,0,1,0
303.1,311.2,1679,34.8,25,8.099999999999966,6118.691515837623,58429.2,869.9999999999999,0,1,0,0
297.3,308.7,1587,35.8,148,11.399999999999977,5949.6109992214215,56814.6,5298.4,0,1,0,0
303.8,313.1,1458,42.2,25,9.300000000000011,6443.155205100378,61527.600000000006,1055.0,0,1,0,0
301.5,310.6,2432,14.2,126,9.100000000000023,3616.433911204378,34534.4,1789.1999999999998,0,0,1,0
302.4,311.8,1416,46.1,202,9.400000000000034,6835.854286799104,65277.6,9312.2,0,1,0,0
302.6,312.1,1288,68.5,0,9.5,9239.214554697342,88228.0,0.0,0,1,0,1
303.7,312.0,1402,48.6,76,8.300000000000011,7135.310898539282,68137.2,3693.6,0,0,1,0
300.8,309.7,1482,39.0,171,8.899999999999977,6052.592406406096,57798.0,6669.0,0,0,1,0
300.1,309.6,1649,33.6,168,9.5,5802.144640061917,55406.4,5644.8,0,1,0,0
297.7,308.5,1453,45.5,86,10.800000000000011,6923.180090593387,66111.5,3913.0,0,1,0,0
301.9,310.9,1483,37.0,35,9.0,5746.077683170851,54871.0,1295.0,0,0,1,0
300.7,309.6,1536,37.2,19,8.900000000000034,5983.603031733264,57139.200000000004,706.8000000000001,0,0,1,0
299.4,308.7,1504,37.8,112,9.300000000000011,5953.443742258802,56851.2,4233.599999999999,0,1,0,0
304.4,313.6,1510,38.9,199,9.200000000000045,6151.133695973695,58739.0,7741.099999999999,0,0,1,0
298.6,309.9,1668,32.3,6,11.299999999999955,5641.923414728837,53876.399999999994,193.79999999999998,0,0,1,0
297.5,308.6,1380,53.5,192,11.100000000000023,7731.459520484482,73830.0,10272.0,0,1,0,0
301.0,311.1,1236,64.4,177,10.100000000000023,8335.524955916726,79598.40000000001,11398.800000000001,0,1,0,1
301.6,310.6,1821,26.2,171,9.0,4996.200460709991,47710.2,4480.2,1,0,0,0
303.0,311.2,1456,44.0,142,8.199999999999989,6708.766391985884,64064.0,6248.0,0,1,0,0
300.6,310.6,1931,22.0,24,10.0,4448.704636993387,42482.0,528.0,0,1,0,0
298.5,308.9,1725,31.9,205,10.399999999999977,5762.466324847077,55027.5,6539.5,0,1,0,0
300.8,312.4,1465,43.7,139,11.599999999999966,6704.211082638179,64020.50000000001,6074.3,0,0,1,0
300.7,310.7,1541,41.3,82,10.0,6664.710791007042,63643.299999999996,3386.6,0,1,0,0
299.4,309.0,1415,51.7,62,9.600000000000023,7660.826045656271,73155.5,3205.4,1,0,0,0
300.7,311.3,1562,37.1,58,10.600000000000023,6068.530753135308,57950.200000000004,2151.8,0,0,1,0
299.0,310.3,1447,39.9,78,11.300000000000011,6046.026477760092,57735.299999999996,3112.2,0,0,1,0
301.6,310.9,1385,51.2,132,9.299999999999955,7425.887275045315,70912.0,6758.400000000001,0,1,0,0
298.4,308.3,1452,48.5,73,9.900000000000034,7374.574595036681,70422.0,3540.5,0,1,0,0
297.8,308.4,1714,33.2,177,10.599999999999966,5959.056721133215,56904.8,5876.400000000001,0,1,0,0
297.6,308.6,1491,38.1,152,11.0,5948.825601058024,56807.1,5791.2,0,1,0,0
297.2,308.5,1447,47.9,188,11.300000000000011,7258.262363025274,69311.3,9005.199999999999,0,1,0,0
301.3,310.4,1501,39.8,187,9.099999999999966,6255.937226897451,59739.799999999996,7442.599999999999,0,0,1,0
297.5,308.8,1360,50.7,190,11.300000000000011,7220.636555010781,68952.0,9633.0,0,1,0,0
300.6,310.0,1635,31.0,107,9.399999999999977,5307.720788239955,50685.0,3317.0,0,1,0,0
300.6,309.8,1541,36.2,166,9.199999999999989,5841.707763546125,55784.200000000004,6009.200000000001,1,0,0,0
302.4,311.0,1490,37.1,168,8.600000000000023,5788.803343259673,55279.0,6232.8,0,0,1,0
300.9,312.0,1402,50.7,185,11.100000000000023,7443.626801562585,71081.40000000001,9379.5,0,0,1,0
298.2,308.6,1433,39.5,7,10.400000000000034,5927.504658915661,56603.5,276.5,0,1,0,0
299.8,309.8,1427,45.2,106,10.0,6754.466093120104,64500.4,4791.200000000001,0,0,1,0
300.9,310.7,1509,37.5,12,9.800000000000011,5925.829142833747,56587.5,450.0,0,1,0,0
298.6,309.3,1510,40.8,177,10.699999999999989,6451.574673411998,61607.99999999999,7221.599999999999,0,0,1,0
300.7,310.2,1493,35.9,10,9.5,5612.842738732109,53598.7,359.0,0,1,0,0
303.7,312.5,1641,36.0,125,8.800000000000011,6186.42425344902,59076.0,4500.0,0,1,0,0
302.1,310.6,1385,53.6,5,8.5,7773.975741063064,74236.0,268.0,0,1,0,0
300.9,311.4,1434,45.4,118,10.5,6817.633049408281,65103.6,5357.2,0,0,1,0
302.7,312.1,1543,37.5,33,9.400000000000034,6059.346830611313,57862.5,1237.5,0,1,0,0
301.5,310.6,1525,41.9,204,9.100000000000023,6691.330552758461,63897.5,8547.6,0,1,0,0
300.4,310.2,1380,47.3,5,9.800000000000011,6835.477295680673,65273.99999999999,236.5,0,0,1,0
300.8,310.8,1741,27.1,39,10.0,4940.79323827618,47181.100000000006,1056.9,0,1,0,0
301.8,310.8,1508,38.8,96,9.0,6127.19475995334,58510.399999999994,3724.7999999999997,0,0,1,0
303.9,313.1,1440,41.1,12,9.200000000000045,6197.733987001944,59184.0,493.20000000000005,0,1,0,0
304.0,313.0,1454,46.8,30,9.0,7125.886120578512,68047.2,1404.0,0,0,1,0
300.7,311.0,1403,48.3,70,10.300000000000011,7096.323733708232,67764.9,3381.0,0,1,0,0
300.7,311.0,1413,44.3,72,10.300000000000011,6555.02731949471,62595.899999999994,3189.6,0,0,1,0
300.2,309.8,1430,55.0,102,9.600000000000023,8236.208740161243,78650.0,5610.0,0,1,0,0
301.5,310.7,1596,35.4,150,9.199999999999989,5916.4986126525855,56498.399999999994,5310.0,0,1,0,0
302.3,310.8,1762,27.8,127,8.5,5129.550596879366,48983.6,3530.6,0,0,1,0
300.3,311.1,1606,30.9,156,10.800000000000011,5196.759735715164,49625.399999999994,4820.4,0,1,0,0
301.2,310.4,1516,44.4,53,9.199999999999989,7048.728605006347,67310.4,2353.2,0,1,0,0
297.9,308.1,1531,40.8,2,10.200000000000045,6541.298559598524,62464.799999999996,81.6,0,1,0,0
298.6,309.4,1460,43.8,138,10.799999999999955,6696.6189003920035,63947.99999999999,6044.4,0,0,1,0
300.5,309.6,1366,50.2,219,9.100000000000023,7180.968711771455,68573.2,10993.800000000001,0,1,0,0
297.0,307.7,1315,60.1,128,10.699999999999989,8276.159326739391,79031.5,7692.8,0,1,0,0
303.5,312.0,1436,45.1,32,8.5,6782.028332667597,64763.6,1443.2,0,1,0,0
300.6,310.0,1505,35.9,95,9.399999999999977,5657.956009237657,54029.5,3410.5,0,1,0,0
297.5,309.3,1732,29.9,32,11.800000000000011,5423.101014430797,51786.799999999996,956.8,0,1,0,0
300.7,311.0,1413,52.0,91,10.300000000000011,7694.388727172121,73476.0,4732.0,0,1,0,0
296.9,307.9,1359,56.5,110,11.0,8040.749317230396,76783.5,6215.0,0,1,0,0
300.7,311.2,1399,47.9,80,10.5,7017.490702054153,67012.09999999999,3832.0,0,1,0,0
299.0,308.4,1571,38.6,5,9.399999999999977,6350.26878230924,60640.600000000006,193.0,0,1,0,0
302.1,311.4,1467,43.4,33,9.299999999999955,6667.276425007474,63667.799999999996,1432.2,0,0,1,0
300.7,311.5,1441,40.6,33,10.800000000000011,6126.5873853736475,58504.6,1339.8,0,0,1,0
302.6,311.0,1329,48.6,111,8.399999999999977,6763.786151325753,64589.4,5394.6,0,0,1,1
297.3,308.6,1471,50.7,157,11.300000000000011,7809.96792089769,74579.7,7959.900000000001,0,0,1,0
300.3,309.3,1391,57.9,204,9.0,8434.013885606766,80538.9,11811.6,0,0,1,0
302.6,311.5,1427,38.9,213,8.899999999999977,5813.02502261885,55510.299999999996,8285.699999999999,0,1,0,0
299.1,310.0,1580,36.0,195,10.899999999999977,5956.459671206248,56880.0,7020.0,0,0,1,0
299.0,310.2,1575,37.8,42,11.199999999999989,6234.490621048944,59534.99999999999,1587.6,0,1,0,0
302.7,311.1,1418,43.4,130,8.400000000000034,6444.579393770006,61541.2,5642.0,1,0,0,0
303.1,311.3,1474,34.8,215,8.199999999999989,5371.620782813972,51295.2,7481.999999999999,0,1,0,0
300.7,311.0,1378,51.6,130,10.300000000000011,7446.077243832384,71104.8,6708.0,0,0,1,0
304.1,313.4,1374,56.6,115,9.299999999999955,8143.88780404775,77768.40000000001,6509.0,0,1,0,0
298.8,309.0,1661,29.5,162,10.199999999999989,5131.215640985769,48999.5,4779.0,0,0,1,0
300.8,311.4,1322,67.2,18,10.599999999999966,9303.135493222384,88838.40000000001,1209.6000000000001,0,1,0,1
297.6,308.9,1433,43.2,206,11.299999999999955,6482.739272535609,61905.600000000006,8899.2,0,0,1,0
299.0,308.6,1661,32.2,106,9.600000000000023,5600.852326770908,53484.200000000004,3413.2000000000003,0,1,0,0
300.4,311.6,1401,49.9,79,11.200000000000045,7320.947608439902,69909.9,3942.1,0,0,1,0
298.2,309.4,1408,46.5,76,11.199999999999989,6856.211807194363,65472.0,3534.0,0,0,1,0
299.9,309.6,1364,44.4,20,9.700000000000045,6341.995921654786,60561.6,888.0,0,0,1,0
299.7,309.0,1605,33.0,151,9.300000000000011,5546.48182991278,52965.0,4983.0,0,1,0,0
299.7,309.6,1534,39.1,176,9.900000000000034,6281.028080224121,59979.4,6881.6,0,0,1,0
300.9,312.0,2129,17.8,173,11.100000000000023,3968.480783965651,37896.200000000004,3079.4,1,0,0,0
303.1,311.1,1854,22.6,19,8.0,4387.799627415792,41900.4,429.40000000000003,0,1,0,0
300.6,309.8,1688,28.6,135,9.199999999999989,5055.534673960791,48276.8,3861.0,0,1,0,0
298.9,308.7,1772,28.4,177,9.800000000000011,5270.000732445854,50324.799999999996,5026.8,0,0,1,0
301.2,311.7,1433,49.3,206,10.5,7398.1260679630905,70646.9,10155.8,0,1,0,0
299.0,310.2,1625,31.8,89,11.199999999999989,5411.393345808419,51675.0,2830.2000000000003,0,0,1,0
302.1,310.8,1786,25.7,47,8.699999999999989,4806.657703943408,45900.2,1207.8999999999999,0,1,0,0
299.7,309.1,1851,24.7,189,9.400000000000034,4787.755788144309,45719.7,4668.3,0,0,1,0
298.9,308.3,1660,34.4,9,9.400000000000034,5979.916896353051,57104.0,309.59999999999997,0,1,0,0
298.9,309.9,1376,51.0,32,11.0,7348.813535277243,70176.0,1632.0,1,0,0,0
298.5,308.8,1589,30.6,11,10.300000000000011,5091.830541085265,48623.4,336.6,0,1,0,0
302.1,310.5,1559,36.0,124,8.399999999999977,5877.291536335785,56124.0,4464.0,0,1,0,0
298.7,310.1,1786,27.7,114,11.400000000000034,5180.716669230832,49472.2,3157.7999999999997,0,1,0,0
303.4,311.7,1991,19.0,53,8.300000000000011,3961.4436164216095,37829.0,1007.0,1,0,0,0
298.2,308.8,1616,33.7,16,10.600000000000023,5702.954088012575,54459.200000000004,539.2,0,1,0,0
301.6,311.2,1525,43.7,91,9.599999999999966,6978.786280561927,66642.5,3976.7000000000003,0,1,0,0
302.2,311.7,1330,54.6,154,9.5,7604.539177279453,72618.0,8408.4,0,1,0,0
298.3,308.7,1667,28.6,18,10.399999999999977,4992.639989035923,47676.200000000004,514.8000000000001,0,0,1,0
303.4,312.3,1479,42.8,92,8.900000000000034,6628.886162780607,63301.2,3937.6,0,1,0,0
299.0,309.4,1758,25.7,68,10.399999999999977,4731.3013681593,45180.6,1747.6,0,1,0,0
300.5,311.2,1270,67.5,208,10.699999999999989,8977.101007632833,85725.0,14040.0,0,1,0,1
298.5,309.1,1474,41.3,189,10.600000000000023,6374.940756615432,60876.2,7805.7,0,1,0,0
301.8,311.3,1624,31.6,145,9.5,5374.050281132748,51318.4,4582.0,0,0,1,0
300.8,311.4,1453,44.6,38,10.599999999999966,6786.238066823408,64803.8,1694.8,1,0,0,0
300.7,309.5,1592,29.0,17,8.800000000000011,4834.701654364452,46168.0,493.0,0,1,0,0
300.7,309.6,1500,44.1,122,8.900000000000034,6927.211801165495,66150.0,5380.2,0,1,0,0
302.7,310.5,1446,40.9,211,7.800000000000011,6193.2729254338465,59141.4,8629.9,0,1,0,1
301.3,311.1,1492,41.2,223,9.800000000000011,6437.1652351075345,61470.4,9187.6,0,0,1,0
298.4,309.2,1651,28.5,141,10.800000000000011,4927.430997522911,47053.5,4018.5,0,1,0,0
300.6,311.1,1452,40.2,28,10.5,6112.533994236589,58370.4,1125.6000000000001,1,0,0,0
304.3,313.6,1409,56.0,19,9.300000000000011,8262.807557961634,78904.0,1064.0,0,1,0,0
300.2,309.7,1656,34.3,120,9.5,5948.16586660077,56800.799999999996,4116.0,0,1,0,0
299.9,311.4,1480,44.9,108,11.5,6958.837167211631,66452.0,4849.2,0,0,1,0
299.9,309.9,1639,42.1,159,10.0,7225.862070791252,69001.90000000001,6693.900000000001,0,0,1,0
301.3,310.3,1626,31.3,180,9.0,5329.58627310894,50893.8,5634.0,0,1,0,0
303.5,312.4,1390,47.3,164,8.899999999999977,6885.00973985227,65747.0,7757.2,0,1,0,0
300.6,310.4,1446,49.7,155,9.799999999999955,7525.810865380494,71866.2,7703.5,0,1,0,0
298.6,310.2,1668,31.5,7,11.599999999999966,5502.185373497164,52542.0,220.5,0,0,1,0
298.7,309.7,1868,23.8,118,11.0,4655.672761011882,44458.4,2808.4,0,0,1,0
300.1,311.5,1422,46.2,134,11.399999999999977,6879.710920243216,65696.40000000001,6190.8,1,0,0,0
298.6,309.6,1491,36.9,192,11.0,5761.461015197929,55017.9,7084.799999999999,0,1,0,0
300.4,309.4,1875,23.9,155,9.0,4692.754026299754,44812.5,3704.5,0,0,1,0
295.8,306.5,1514,37.7,60,10.699999999999989,5977.173238768916,57077.8,2262.0,0,0,1,0
303.7,312.8,1488,42.8,54,9.100000000000023,6669.224212452699,63686.399999999994,2311.2,1,0,0,0
299.0,308.7,1449,38.9,18,9.699999999999989,5902.644189050256,56366.1,700.1999999999999,0,1,0,0
298.9,310.0,2231,17.4,151,11.100000000000023,4065.1580618921207,38819.399999999994,2627.3999999999996,0,1,0,0
298.8,309.7,1477,48.5,138,10.899999999999977,7501.547298119267,71634.5,6693.0,0,0,1,0
301.3,311.0,1348,44.5,78,9.699999999999989,6281.719230607911,59986.0,3471.0,0,1,0,0
303.6,312.8,1710,27.2,14,9.199999999999989,4870.725250125615,46512.0,380.8,0,1,0,0
300.1,309.7,1641,30.4,41,9.599999999999966,5224.091591801394,49886.399999999994,1246.3999999999999,0,1,0,0
302.2,311.4,1397,53.0,17,9.199999999999989,7753.555388814729,74041.0,901.0,0,1,0,0
299.0,310.1,1531,36.0,57,11.100000000000023,5771.734023175169,55116.0,2052.0,0,1,0,0
299.5,309.1,1502,44.6,13,9.600000000000023,7015.092619661912,66989.2,579.8000000000001,0,1,0,0
303.7,312.9,1461,50.1,31,9.199999999999989,7665.077667714128,73196.1,1553.1000000000001,0,1,0,0
300.4,309.7,1467,36.9,131,9.300000000000011,5668.721200063958,54132.299999999996,4833.9,0,1,0,0
297.6,309.5,1574,30.9,151,11.899999999999977,5093.212841852844,48636.6,4665.9,0,1,0,0
299.1,310.1,1894,24.2,22,11.0,4799.809031958582,45834.799999999996,532.4,0,1,0,0
300.6,310.2,1489,47.8,21,9.599999999999966,7453.344794837687,71174.2,1003.8,0,1,0,0
298.2,308.4,1452,43.5,158,10.199999999999989,6614.309172867951,63162.0,6873.0,0,1,0,0
303.0,312.5,1524,42.1,76,9.5,6718.861376379418,64160.4,3199.6,0,0,1,0
297.6,308.7,1419,41.7,81,11.099999999999966,6196.5087658670445,59172.3,3377.7000000000003,0,0,1,0
297.4,308.7,1433,43.4,116,11.300000000000011,6512.751954352903,62192.2,5034.4,0,1,0,0
298.3,308.0,1363,50.1,96,9.699999999999989,7150.924614027623,68286.3,4809.6,0,1,0,0
301.7,309.8,1398,46.0,109,8.100000000000023,6734.3180122350805,64308.0,5014.0,0,1,0,0
300.5,309.3,1881,25.5,98,8.800000000000011,5022.935414192041,47965.5,2499.0,0,0,1,0
300.8,311.9,1486,45.1,30,11.099999999999966,7018.1713804624305,67018.6,1353.0,0,1,0,0
302.3,311.6,1309,57.6,77,9.300000000000011,7895.701984414155,75398.40000000001,4435.2,0,1,0,0
303.5,312.4,1606,31.7,22,8.899999999999977,5331.303677092903,50910.2,697.4,0,0,1,0
300.7,310.2,1807,24.2,77,9.5,4579.33205952965,43729.4,1863.3999999999999,0,1,0,0
303.2,311.4,2102,19.0,5,8.199999999999989,4182.297579968972,39938.0,95.0,0,0,1,0
302.7,310.5,1725,29.0,209,7.800000000000011,5238.60574986098,50025.0,6061.0,0,1,0,0
297.3,308.5,1625,32.8,92,11.199999999999989,5581.562947877866,53299.99999999999,3017.6,0,0,1,0
302.5,310.4,1605,36.0,69,7.899999999999977,6050.707450813941,57780.0,2484.0,0,0,1,0
300.9,310.8,1490,38.1,125,9.900000000000034,5944.835778387966,56769.0,4762.5,0,1,0,0
297.1,307.8,1681,27.6,181,10.699999999999989,4858.5358706296865,46395.600000000006,4995.6,0,1,0,0
298.3,309.0,1471,48.3,91,10.699999999999989,7440.265297423242,71049.3,4395.3,0,1,0,0
298.8,309.7,1392,48.7,133,10.899999999999977,7098.994087463784,67790.40000000001,6477.1,0,0,1,0
297.6,309.6,1530,37.3,10,12.0,5976.251704923863,57068.99999999999,373.0,0,0,1,0
301.0,310.9,1554,32.7,59,9.899999999999977,5321.4181322096065,50815.8,1929.3000000000002,0,0,1,0
295.6,306.0,1949,21.9,5,10.399999999999977,4469.76377974795,42683.1,109.5,0,1,0,0
302.3,311.4,1535,41.8,77,9.099999999999966,6719.1336477427285,64162.99999999999,3218.6,0,1,0,0
297.5,308.2,1624,30.9,186,10.699999999999989,5255.004863512719,50181.6,5747.4,0,0,1,0
297.6,309.7,1541,33.7,165,12.099999999999966,5438.274906947636,51931.700000000004,5560.500000000001,0,0,1,0
300.0,310.1,1314,53.5,199,10.100000000000023,7361.694065156963,70299.0,10646.5,0,0,1,0
299.7,310.6,1616,35.1,142,10.900000000000034,5939.872061995294,56721.600000000006,4984.2,0,1,0,0
301.9,310.8,1650,29.8,94,8.900000000000034,5149.070359233671,49170.0,2801.2000000000003,0,1,0,0
299.2,310.2,1458,47.0,183,11.0,7176.025939329805,68526.0,8601.0,0,1,0,0
298.2,308.0,1411,47.2,168,9.800000000000011,6974.251915165245,66599.2,7929.6,0,0,1,0
300.2,311.5,1547,40.9,66,11.300000000000011,6625.859761857649,63272.299999999996,2699.4,0,0,1,0
297.7,308.7,1688,27.2,125,11.0,4808.060948662011,45913.6,3400.0,0,1,0,0
300.4,309.9,1681,28.6,206,9.5,5034.569778985835,48076.600000000006,5891.6,0,1,0,0
302.3,311.1,1589,29.9,141,8.800000000000011,4975.350757465668,47511.1,4215.9,0,1,0,0
300.2,310.1,1619,31.3,38,9.900000000000034,5306.6421747622235,50674.700000000004,1189.4,0,0,1,0
299.3,308.6,1605,37.0,78,9.300000000000011,6218.782657780996,59385.0,2886.0,0,1,0,0
301.8,310.7,1383,45.7,44,8.899999999999977,6618.613154803369,63203.100000000006,2010.8000000000002,0,0,1,0
303.1,312.4,1404,61.5,127,9.299999999999955,9042.131975562143,86346.0,7810.5,0,1,0,1
300.5,311.8,1596,34.8,87,11.300000000000011,5816.218975149999,55540.799999999996,3027.6,0,1,0,0
299.8,311.2,1533,35.9,137,11.399999999999977,5763.220307083939,55034.7,4918.3,0,1,0,0
301.5,310.6,1492,43.0,100,9.100000000000023,6718.400609456892,64156.0,4300.0,0,0,1,0
299.2,308.3,1755,26.4,19,9.100000000000023,4851.875694204075,46332.0,501.59999999999997,0,0,1,0
299.4,308.9,1550,33.7,174,9.5,5470.036408675429,52235.00000000001,5863.8,0,1,0,0
299.4,309.2,1433,42.1,22,9.800000000000011,6317.669522540489,60329.3,926.2,0,1,0,0
300.3,311.4,1544,41.6,97,11.099999999999966,6726.191759237795,64230.4,4035.2000000000003,0,1,0,0
297.5,308.2,1713,32.2,17,10.699999999999989,5776.195084743266,55158.600000000006,547.4000000000001,0,0,1,0
299.2,310.5,1458,44.1,91,11.300000000000011,6733.24987073286,64297.8,4013.1,0,1,0,0
297.6,309.5,1569,36.2,63,11.899999999999977,5947.851707335412,56797.8,2280.6000000000004,0,1,0,0
296.4,307.3,2077,19.1,80,10.900000000000034,4154.3059894254875,39670.700000000004,1528.0,0,0,1,0
302.5,310.4,1487,42.0,152,7.899999999999977,6540.167586243232,62454.0,6384.0,0,1,0,0
298.1,308.5,1372,51.1,116,10.399999999999977,7341.818255635252,70109.2,5927.6,0,0,1,0
303.7,312.4,1404,46.6,119,8.699999999999989,6851.436586360908,65426.4,5545.400000000001,0,1,0,0
298.8,310.1,1719,28.8,206,11.300000000000011,5184.381860660021,49507.200000000004,5932.8,0,0,1,0
299.1,308.3,1451,42.8,21,9.199999999999989,6503.390008245206,62102.799999999996,898.8,1,0,0,0
